index	return	risk	AAPL	SPY	TSLA	MDA.TO	BA	LMT
81	0.05281843330868251	0.15920075703939904	0.04904216629119783	0.0	0.21019489127324995	0.7407629424355523	0.0	0.0
82	0.05330837824390466	0.16114855032028755	0.03677721159940881	0.0	0.21272467383702365	0.7504981145635675	0.0	0.0
83	0.05379832317912681	0.16310036972836905	0.024512256907619875	0.0	0.2152544564007972	0.7602332866915829	0.0	0.0
84	0.05428826811434896	0.16505607243454892	0.012247302215830976	0.0	0.21778423896457075	0.7699684588195983	0.0	0.0
85	0.05477821304957112	0.16701552206845405	4.149845002656539e-23	4.27402176374449e-23	0.22028924358997018	0.7797107564100298	4.944026204386521e-23	4.988771844347014e-23
86	0.05526815798479327	0.16900079524980716	0.0	0.0	0.20560329436419414	0.7943967056358059	0.0	0.0
87	0.05575810292001542	0.1710328098783712	0.0	0.0	0.19091734513841851	0.8090826548615815	0.0	0.0
88	0.05624804785523758	0.17310991996783362	0.0	0.0	0.17623139591264259	0.8237686040873574	0.0	0.0
89	0.05673799279045973	0.1752305218967384	0.0	0.0	0.16154544668686677	0.8384545533131332	0.0	0.0
90	0.05722793772568188	0.17739305593424937	0.0	0.0	0.1468594974610913	0.8531405025389087	0.0	0.0
91	0.05771788266090404	0.17959600736022777	0.0	0.0	0.13217354823531532	0.8678264517646846	0.0	0.0
92	0.058207827596126194	0.18183790722050538	1.1482607685652241e-23	8.203937624440869e-24	0.11748759900953964	0.8825124009904604	7.73757802791285e-24	1.4951985140330986e-23
93	0.05869777253134834	0.18411733275682146	0.0	0.0	0.10280164978376391	0.8971983502162361	0.0	0.0
94	0.0591877174665705	0.18643290754905362	0.0	0.0	0.08811570055798834	0.9118842994420117	8.253573939933186e-25	1.1052949498768542e-24
95	0.05967766240179265	0.18878330140522678	0.0	0.0	0.07342975133221248	0.9265702486677875	5.482899230463759e-25	0.0
96	0.0601676073370148	0.19116723003243596	0.0	2.5206720263858756e-24	0.05874380210643671	0.9412561978935633	8.340712635452161e-24	7.852389025096131e-24
97	0.06065755227223696	0.19358345451935385	1.0870589835252079e-23	6.130040312444995e-24	0.044057852880660726	0.9559421471193392	7.668715489667898e-24	9.049990051273724e-24
98	0.06114749720745911	0.1960307806584824	0.0	0.0	0.0293719036548852	0.9706280963451148	0.0	0.0
99	0.06163744214268126	0.19850805813381028	0.0	0.0	0.014685954429109454	0.9853140455708905	0.0	0.0
100	0.06212738707790342	0.20101417988905748	2.5150809045989292e-09	7.016330252781759e-10	2.970603101348904e-09	0.9999999932835744	5.291085844748361e-10	0.0
